203 
Output file for:Unnamed Project          by:Tara                     
Data for:time in system
Run date:06/07/2025YDB         10
File Version: ARENA_40_OUT1 
196.11505273288,196.11505273288
200.09431079838,186.96851715059
211.38109523562,211.38109523562
231.77248809451,222.16501196113
241.01460341412,149.86891277428
256.27840321469,189.8166489009
274.93179646874,153.26338586142
295.42545855858,255.79560469843
331.73264259545,190.95369490523
333.49478371009,233.95697362209
340.83337814854,195.58501372027
371.04558728042,243.95034000688
373.16239455876,194.33308889475
377.83654760845,182.941451105
408.69224416271,257.98621713047
412.46196386068,219.65750023802
421.01189823134,261.01061622152
453.5903603482,231.9755865575
456.81374715643,248.9850563416
458.55555198437,244.55230249218
-1,0
173.90509989326,156.14305502616
194.58934040092,194.58934040092
236.31984489128,214.24251619393
245.10503286541,195.88165849547
255.59385502062,250.94520099427
281.83403032746,171.9637606911
293.04845453243,233.8769729974
311.01343998332,311.01343998332
324.6293342755,234.31785180616
331.46985712117,199.28557267568
353.35120027149,240.41623338475
366.94598757306,214.19468834011
375.11453958273,184.91295671738
394.76122570413,184.64803252007
405.97647241249,235.82927974507
422.6025469594,207.68753052309
430.82377633317,181.1112061679
443.90633078511,169.67618770369
462.28446515637,216.86360104161
-2,0
173.99578791906,173.99578791906
193.40360352079,161.67271685475
199.15748297957,199.15748297957
214.40797515802,209.07119004565
231.19674468276,184.09519807759
241.71795237834,190.48781514772
251.43808225392,230.84808240278
276.92016393023,180.93496675007
288.71660964162,159.91050879199
291.18916505937,178.14129308298
331.17169679512,259.77577567476
331.65773533365,177.57931945917
340.25656616656,198.04705002644
369.05202590019,217.23928760435
373.12759819433,183.63549822285
376.90647684514,212.52247672114
412.02860396611,188.57259834387
416.85125277445,188.85852464764
421.18670866592,182.08267631132
453.45606411675,249.59945568496
454.11788086329,196.33743167122
463.30028105452,229.25176835447
-3,0
165.52566782056,165.52566782056
211.32171017705,155.27178691765
215.94382120512,203.79991983696
220.54125848229,220.54125848229
254.07899201999,174.5130523949
258.05805628959,221.9848338435
259.97418143358,151.35324424501
291.50431500594,206.85701579603
328.66260659357,209.41231656963
348.48056650754,219.11935091925
354.42428870864,194.75666488128
370.41134772542,185.79444785068
387.92089398472,245.10409301537
395.80880405056,245.72650947162
412.02140342432,167.19904315043
435.8837608217,301.43178316537
441.45821587037,211.20228170098
462.09218589735,201.58227940269
472.40683637677,185.64334607298
-4,0
198.03507068388,198.03507068388
203.54179274855,179.9941430089
206.66335809316,206.66335809316
237.02426517663,193.21512429928
241.76208154235,181.40626899128
242.41824240177,122.4729518273
276.62910632195,197.15436024365
297.9930761339,205.8084098224
305.43323078764,180.11402966753
312.96409905271,131.48423301433
339.19885892807,285.99467603976
341.87761088051,233.36490052921
358.89290630762,155.41300095811
378.79916594085,237.69407946222
392.34212836309,161.29381182497
401.88345208942,235.49004895692
414.85250578685,284.52795041407
429.42693723557,200.8008086638
450.62241797105,206.90539946017
-5,0
149.61253900407,149.61253900407
178.8840995612,133.99719138081
183.60514671972,183.60514671972
216.11420573733,206.8403573019
224.21734861714,147.98952748785
230.31586627965,171.89716727601
261.32139636883,235.46305822599
264.46702292576,125.66561954681
285.37209067675,172.54266071516
299.43143314197,217.47493150883
300.21193162359,197.68222122909
327.28068739447,131.33622090176
339.413613889,162.50750759548
342.37607998997,185.629851479
391.57434867882,162.83286812926
391.86853185751,173.88346160218
394.58124397241,158.36342092812
438.58561649299,185.08618765837
459.61335746529,170.5317863189
479.89992578004,122.21540251794
-6,0
166.08863787156,166.08863787156
174.79179814679,146.53942061373
204.09053958788,139.04753867279
204.50230189343,204.50230189343
212.81917226552,210.00026248373
243.35834171504,200.40785430238
281.89562072842,190.67151436777
289.38153605646,203.94572401947
304.85380297979,183.43439332274
321.12379502269,149.98230381713
346.17047048095,232.59837785411
351.66640881339,210.49099303214
358.71219273141,212.36920802951
382.97618283984,181.14996148561
393.026615678,194.38011947028
395.66805525139,206.72516054696
420.4892689407,189.38887654601
432.70115295927,175.6566235235
434.00090409284,226.06753841907
460.86778536052,144.37463521871
474.75458146671,119.16285221815
-7,0
142.94691137711,134.57183560136
153.26916543726,153.26916543726
191.71501442172,191.71501442172
229.54507127635,195.85238792052
246.19310644906,189.32517124712
262.41294059653,246.35143788309
284.75344517233,180.87281450662
294.96737958891,166.25286414517
303.53109138156,218.79445793644
342.36465800302,248.49810319466
352.95449503057,216.94235687422
361.48818967492,171.94175193385
383.32312128146,167.50700906454
390.77850928826,157.75686600553
400.4708833728,243.22045442766
427.3331139301,189.45301818631
428.0085429104,243.4280119076
441.61282964518,201.0336707437
468.33587330352,200.56626661409
471.47823457815,179.3094339342
-8,0
149.69626856305,149.69626856305
149.76951742145,149.76951742145
176.32747900752,127.4807517362
196.15464160948,172.19029961917
201.79923446594,150.63020750198
211.71295541432,122.37927791692
232.6724900721,145.70564688567
266.13370879203,236.21181728907
289.05419528329,189.14020741622
306.43270825861,191.3038059863
315.4803243923,154.6191610774
329.16876091908,260.59173317525
343.10436519673,211.42505338831
364.29497090416,166.91819624717
369.47922795596,192.70302584207
379.99138397844,233.80393825193
430.57246902879,213.96915901326
437.3698906976,230.80606217717
443.98531760553,163.82496937188
470.83144992957,260.9252221378
472.77376554807,172.78974866985
-9,0
114.29830979168,114.29830979168
136.34520094403,136.34520094403
168.21002236309,155.62250446344
176.81058588215,120.64900388025
288.55778518496,271.67455407441
301.19053390245,145.94644399961
311.03141966568,269.74695553726
333.0974395269,167.99130010982
344.62504975699,222.37425804749
346.79796186573,212.20798583177
374.98870327828,204.97149577458
